Date,Amount,Description,Keyword,Merchant,Category,Exception
28/10/20,2000,Transfer from xx0322 NetBank Burrowed for SC,Transferfromxx0322NetBank,NetBankSaver,Saving,
25/10/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
24/10/20,-9.95,SINDBAD KEBAB SYDNEY NS AUS Card xx0118 Value Date: 22/10/2020,SindbadKebab,SindbadKebab,Restaurant,
20/10/20,-351.03,Direct Debit 232275 Skye MasterCard 2103130007_OTDD,GospelPiano,GospelPiano,Furniture,
19/10/20,-52.65,Direct Debit 438972 Powershop 828869562 20267041,Powershop,Powershop,Energy,
19/10/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295161,SolarNaturally,SolarNaturally,House-Solar,
19/10/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C031169874,Nissan,Nissan,Car,
19/10/20,-135,BUNNINGS 339000 CASTLE HILL AU Card xx0118,Bunnings,Bunnings,House-Tools,
19/10/20,-12.9,X-OPORTO SYDNEY CENT SYDNEY AU Card xx0118,Oporto,Oporto,Restaurant,
18/10/20,-492.05,BUNNINGS 413000 DURAL AU Card xx0118,Bunnings,Bunnings,House-Tools,
15/10/20,-95.53,Direct Debit 000187 CBHS 10078458,CBHS,CBHS,Medical-Insurance,
13/10/20,-165,Transfer to other Bank NetBank Invoice ADCG000586,ADCG,ADCG,JobExpenses,
13/10/20,-1000,Transfer to other Bank NetBank ExtraSaving Oct20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
13/10/20,-850,Transfer to other Bank NetBank Mortgage Oct20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
13/10/20,-2700,Transfer to other Bank NetBank Mortgage Oct20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
11/10/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
8/10/20,-69.99,Direct Debit 142619 TPG Internet DKA80J32269-03JWSW,TPG,TPG,Internet,
8/10/20,-1000,Transfer to other Bank NetBank Saving October20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
8/10/20,-1883.46,Transfer to xx2892 NetBank CRDTBLLDUE06OCT20,xx2892,CBA,CreditCardRepayment,
5/10/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295156,SolarNaturally,SolarNaturally,House-Solar,
5/10/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030991380,Nissan,Nissan,Car,
2/10/20,-270.89,Direct Debit 232275 Skye MasterCard 2103130007_OTDD,GospelPiano,GospelPiano,Furniture,
2/10/20,-47.01,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/10/20,-8,Direct Debit 125202 humm by Certegy A00000001241611071,SolarNaturally,SolarNaturally,House-Solar,
1/10/20,-0.28,Debit Interest,DebitInterest,DebitInterest,Interest,
30/9/20,-35,Direct Debit 085236 MISSION AU MISAUS2789093401,MissionAu,MissionAustrlia,Charity,
30/9/20,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
30/9/20,11.76,Direct Credit 401507 CBA FNL DIV 001249603401,,,,
27/9/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
21/9/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295151,SolarNaturally,SolarNaturally,House-Solar,
21/9/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030804299,Nissan,Nissan,Car,
18/9/20,-1000,Transfer to other Bank CB TabletApp ExtraSaving Sep20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
18/9/20,-1000,Transfer to other Bank CB TabletApp Saving Sep20ForEla,NAB-Transfer,NAB-Transfer,ExternalTransfer,
18/9/20,-850,Transfer to other Bank CB TabletApp Mortgage Sep20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
17/9/20,-132.89,Direct Debit 438972 Powershop 828869562 19853696,Powershop,Powershop,Energy,
15/9/20,-88.47,Direct Debit 000187 CBHS 10078458,CBHS,CBHS,Medical-Insurance,
13/9/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
9/9/20,-2700,Transfer to other Bank NetBank Mortgage Sep20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
9/9/20,-1000,Transfer to other Bank NetBank Saving September20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
9/9/20,-850,Transfer to other Bank NetBank Mortgage Aug20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
9/9/20,-351.03,Skye Mastercard NetBank BPAY 287714 2103130007 SKYEBILLDUE04SEP20,GospelPiano,GospelPiano,Furniture,
8/9/20,-69.99,Direct Debit 142619 TPG Internet DK980J1OK0Z-03JWSW,TPG,TPG,Internet,
8/9/20,-378.66,Direct Debit 279234 PAYPAL AUSTRALIA 1010279225717,paypal,Paypal,Paypal,
7/9/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295146,SolarNaturally,SolarNaturally,House-Solar,
7/9/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030621320,Nissan,Nissan,Car,
3/9/20,-119,Transfer to CBA A/c CB TabletApp AmirEntezamP3,AmirEntezam,Iran,Charity,
1/9/20,-8,Direct Debit 125202 humm by Certegy A00000001233297881,SolarNaturally,SolarNaturally,House-Solar,
1/9/20,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/9/20,-0.01,Debit Interest Adjusted Value Date: 01/08/2020,DebitInterest,DebitInterest,Interest,
31/8/20,-35,Direct Debit 085236 MISSION AU MISAUS2766922877,MissionAu,MissionAustrlia,Charity,
31/8/20,-180,Transfer to CBA A/c CB TabletApp AmirEntezamP2,AmirEntezam,Iran,Charity,
31/8/20,-200,Transfer to CBA A/c CB TabletApp AmirEntezamP1,AmirEntezam,Iran,Charity,
31/8/20,-1,Transfer to CBA A/c CB TabletApp Verification,Transfer,Transfer,,1
31/8/20,10164,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
30/8/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
28/8/20,-500,Transfer to CBA A/c CB TabletApp HomeInsuExcess,,,,
24/8/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295141,SolarNaturally,SolarNaturally,House-Solar,
24/8/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030439815,Nissan,Nissan,Car,
21/8/20,-262.87,Direct Debit 279234 PAYPAL AUSTRALIA 1010074844937,paypal,Paypal,Paypal,
20/8/20,-194.43,Direct Debit 000187 CBHS CBHS VDD 10078458,CBHS,CBHS,Medical-Insurance,
19/8/20,-1000.07,Transfer to xx2892 NetBank CRDTBLLDUE07SEP20,xx2892,CBA,CreditCardRepayment,
19/8/20,-13.14,THE REJECT SHOP 270 HORNSBY NS AUS Card xx0118 Value Date: 16/08/2020,THEREJECTSHOP,TheRejectShop,Shopping,
19/8/20,-47.29,BAHAR PERSIAN FOOD RYDE NS AUS Card xx0118 Value Date: 16/08/2020,BaharPersianSupermarket,BaharPersianSupermarket,Groceries,
19/8/20,-35.3,GYG Top Ryde Ryde NS AUS Card xx0118 Value Date: 16/08/2020,gyg,Guzman,Restaurant,
18/8/20,-149.73,Direct Debit 438972 Powershop 828869562 19417403,Powershop,Powershop,Energy,
16/8/20,-40,DAN MURPHYS LIQ W1478 RYDE AU Card xx0118,DanMurphys,DanMurphys,Drinks,
16/8/20,-21.9,VAHID BUTCHERY PTY LTD RYDE AU Card xx0118,VAHIDBUTCHERYPTYLTD,VahidButchery,Groceries,
16/8/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
15/8/20,-10.5,WISE MONKEY CAFE BEROW BEROWRA AU Card xx0118,WiseMonkeyCafe,WiseMonkeyCafe,Restaurant,
13/8/20,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 12/08/2020,TransportForNSW,TransportForNSW,PublicTransport,
11/8/20,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 08/08/2020,TransportForNSW,TransportForNSW,PublicTransport,
10/8/20,-69.99,Direct Debit 142619 TPG Internet DK881NWYCZB-03JWSW,TPG,TPG,Internet,
10/8/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295136,SolarNaturally,SolarNaturally,House-Solar,
10/8/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030252776,Nissan,Nissan,Car,
9/8/20,-5.99,PLINE PH MACQUARIE CE NORTH RYDE NSWAU,PriceLinePharmacy,PriceLinePharmacy,Medical-Medicine,
8/8/20,-382.72,The Hills Shre Cncl CB TabletApp BPAY 4374 2132454 CNCLRTSDUE30SEP20,Cncl,TheHillsShoreCouncil,House-Council,
6/8/20,-2700,Transfer to other Bank NetBank Mortgage Aug20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
6/8/20,-1000,Transfer to other Bank NetBank Saving August 20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
5/8/20,-20,MONACO JEWELLERS ROS NORTH RYDE NS AUS Card xx0118 Value Date: 02/08/2020,MonacoJewellers,MonacoJewellers,Services,
5/8/20,-14.86,Nikku Macquarie Park Macquarie Par NS AUS Card xx0118 Value Date: 02/08/2020,NikkuMacquariePark,Nikku,Restaurant,
5/8/20,-3.2,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 04/08/2020,TransportForNSW,TransportForNSW,PublicTransport,
4/8/20,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 01/08/2020,TransportForNSW,TransportForNSW,PublicTransport,
3/8/20,-8,Direct Debit 125202 humm by Certegy A00000001225396531,SolarNaturally,SolarNaturally,House-Solar,
3/8/20,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
2/8/20,-11.98,TK MAXX TOP RYDE RYDE NSWAU,tkmaxx,TKMaxx,Shopping,
2/8/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
1/8/20,-10.2,SUSHI HUB QVB SYDNEY NS AUS Card xx0118 Value Date: 30/07/2020,SushiHubQVB,SushiHubQVB,Restaurant,
1/8/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 31/07/2020,TransportForNSW,TransportForNSW,PublicTransport,
1/8/20,-2.1,Debit Interest,DebitInterest,DebitInterest,Interest,
31/7/20,10266,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
31/7/20,-8.95,Subway Kent Sydney NS AUS Card xx0118 Value Date: 28/07/2020,Subway,Subway,Restaurant,
30/7/20,-35,Direct Debit 085236 MISSION AU MISAUS2745107857,MissionAu,MissionAustrlia,Charity,
30/7/20,-94.98,COLES EXPRESS 1639 BAULKHAM H AU AUS Card xx0118 Value Date: 28/07/2020,Coles,Coles,Groceries,
30/7/20,-8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 29/07/2020,TransportForNSW,TransportForNSW,PublicTransport,
29/7/20,-232.67,V/CELLARS 3404 BEECROFT AU AUS Card xx0118 Value Date: 26/07/2020,,,,
28/7/20,-106.55,BUNNINGS 339000 CASTLE HILL AU Card xx0118,Bunnings,Bunnings,House-Tools,
27/7/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295131,SolarNaturally,SolarNaturally,House-Solar,
27/7/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C030071636,Nissan,Nissan,Car,
26/7/20,-140,Transfer to CBA A/c CB TabletApp membership fee,TransfertoCBAA/cCBTabletAppmembershipfee,CozyStage,Education,
25/7/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 24/07/2020,TransportForNSW,TransportForNSW,PublicTransport,
23/7/20,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx0118,MadMex,MadMex,Restaurant,
23/7/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 22/07/2020,TransportForNSW,TransportForNSW,PublicTransport,
19/7/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
16/7/20,-159.46,Direct Debit 438972 Powershop 828869562 18967804,Powershop,Powershop,Energy,
15/7/20,-2700,Transfer to other Bank CommBank app Mortgage Jul20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
15/7/20,-1000,Transfer to other Bank CB TabletApp Mortgage Jul20,NAB-Transfer,NAB-Transfer,ExternalTransfer,
15/7/20,-4000,Transfer to xx4024 NetBank Saving Jun20 Extra,xx4024,CBA-OffsetAccount,Saving,
15/7/20,-5251.48,Transfer to xx2892 NetBank CRDTBLLDUE08AUG20,xx2892,CBA,CreditCardRepayment,
14/7/20,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 11/07/2020,TransportForNSW,TransportForNSW,PublicTransport,
13/7/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295126,SolarNaturally,SolarNaturally,House-Solar,
13/7/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C029883478,Nissan,Nissan,Car,
10/7/20,-42.02,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
9/7/20,-1000,Transfer to xx4024 NetBank Saving July 2020,xx4024,CBA-OffsetAccount,Saving,
8/7/20,-69.99,Direct Debit 142619 TPG Internet DK780J8LL70-03JWSW,TPG,TPG,Internet,
5/7/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
2/7/20,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/7/20,-8,Direct Debit 125202 humm by Certegy A00000001216952851,SolarNaturally,SolarNaturally,House-Solar,
30/6/20,-35,Direct Debit 085236 MISSION AU MISAUS2724108025,MissionAu,MissionAustrlia,Charity,
30/6/20,10266,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
30/6/20,-9.95,SINDBAD KEBAB SYDNEY NS AUS Card xx0118 Value Date: 26/06/2020,SindbadKebab,SindbadKebab,Restaurant,
29/6/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295121,SolarNaturally,SolarNaturally,House-Solar,
29/6/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C029706939,Nissan,Nissan,Car,
23/6/20,-13,GAMI MARKET STREET Sydney AU,,,,
22/6/20,-1227.67,Transfer to xx2892 NetBank CRDTBLLDUE07JUL20,xx2892,CBA,CreditCardRepayment,
21/6/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
18/6/20,-151.73,Direct Debit 438972 Powershop 828869562 18563257,Powershop,Powershop,Energy,
15/6/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295116,SolarNaturally,SolarNaturally,House-Solar,
15/6/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C029522774,Nissan,Nissan,Car,
9/6/20,-69.99,Direct Debit 142619 TPG Internet DK681O9CG7T-03JWSW,TPG,TPG,Internet,
7/6/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
2/6/20,-46,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/6/20,-72.95,Direct Debit 125202 humm by Certegy E00000001208976746,SolarNaturally,SolarNaturally,House-Solar,
1/6/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C029350037,Nissan,Nissan,Car,
1/6/20,-887.56,Transfer to xx2892 NetBank CRDTBLLDUE09JUN20,xx2892,CBA,CreditCardRepayment,
1/6/20,-1000,Transfer to xx4024 NetBank Saving June 2020,xx4024,CBA-OffsetAccount,Saving,
1/6/20,-2211,Transfer to xx0322 NetBank ELH4VS,Transfertoxx0322NetBank,NetBankSaver,Saving,
29/5/20,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
26/5/20,2211.63,1/E. Ramezani Taghiabadi REF 2020052600014796 Expenses for mum and dad trip,,,,
24/5/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
22/5/20,-2000,Wdl ATM CBA ATM CASTLE TOWRS C NSW 234703 AUS,cbaatm,CBA,Cashout,
18/5/20,-56.16,Direct Debit 438972 Powershop 828869562 18135456,Powershop,Powershop,Energy,
18/5/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295106,SolarNaturally,SolarNaturally,House-Solar,
18/5/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C029167905,Nissan,Nissan,Car,
13/5/20,-23.99,Direct Debit 279234 PAYPAL AUSTRALIA 1008944641956,paypal,Paypal,Paypal,
13/5/20,-382,The Hills Shre Cncl NetBank BPAY 4374 2132454 CNCLRTSDUE31MAY20,,,,
11/5/20,-32.2,Direct Debit 279234 PAYPAL AUSTRALIA 1008920786480,paypal,Paypal,Paypal,
10/5/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
8/5/20,-69.99,Direct Debit 142619 TPG Internet DK580IEG1VG-03JWSW,TPG,TPG,Internet,
7/5/20,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
7/5/20,-1000,Transfer to xx4024 NetBank Saving May 2020,xx4024,CBA-OffsetAccount,Saving,
7/5/20,-2661.39,Transfer to xx2892 NetBank CRDTBLLDUE11MAY20,xx2892,CBA,CreditCardRepayment,
4/5/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295101,SolarNaturally,SolarNaturally,House-Solar,
4/5/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028991025,Nissan,Nissan,Car,
1/5/20,-8,Direct Debit 125202 humm by Certegy A00000001201414166,SolarNaturally,SolarNaturally,House-Solar,
1/5/20,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/5/20,-1.73,Debit Interest,DebitInterest,DebitInterest,Interest,
1/5/20,-0.09,Debit Interest Adjusted Value Date: 01/04/2020,DebitInterest,DebitInterest,Interest,
1/5/20,0.02,Debit Interest Adjusted Value Date: 01/04/2020,DebitInterest,DebitInterest,Interest,
30/4/20,-35,Direct Debit 085236 MISSION AU MISAUS2685706195,MissionAu,MissionAustrlia,Charity,
30/4/20,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
28/4/20,-500,Transfer to CBA A/c NetBank Expenses April,,,,
28/4/20,-224,Transfer to CBA A/c NetBank SA 0917,,,,
28/4/20,1000,Transfer from xx4024 NetBank ERROR VS2 Back,xx4024,CBA-OffsetAccount,Saving,
28/4/20,1000,Transfer from xx0322 NetBank VS1,Transferfromxx0322NetBank,NetBankSaver,Saving,
26/4/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
21/4/20,-86.38,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
20/4/20,-45.25,Direct Debit 438972 Powershop 828869562 17735274,Powershop,Powershop,Energy,
20/4/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295096,SolarNaturally,SolarNaturally,House-Solar,
20/4/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028809752,Nissan,Nissan,Car,
20/4/20,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
12/4/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
8/4/20,-69.99,Direct Debit 142619 TPG Internet DK480J3D9LD-03JWSW,TPG,TPG,Internet,
7/4/20,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
6/4/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295091,SolarNaturally,SolarNaturally,House-Solar,
6/4/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028633394,Nissan,Nissan,Car,
2/4/20,-114.28,FLOWER POWER PTY LTD GLENHAVEN AUS Card xx0118 Value Date: 28/03/2020,FlowerPower,FlowerPower,House-Gardening,
1/4/20,-8,Direct Debit 125202 humm by Certegy A00000001194229696,SolarNaturally,SolarNaturally,House-Solar,
1/4/20,-21.45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/4/20,-20.08,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
1/4/20,-40.38,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
1/4/20,-265.4,CBHS HEALTH FUND LTD NetBank BPAY 999797 404537250 UpToJune2020,CBHS,CBHS,Medical-Insurance,
1/4/20,-2460.19,Transfer to xx2892 NetBank CRDTBLLDUE07APR20,xx2892,CBA,CreditCardRepayment,
1/4/20,-1000,Transfer to xx4024 NetBank Saving April 2020,xx4024,CBA-OffsetAccount,Saving,
1/4/20,-1000,Transfer to xx4024 NetBank Saving March 2020,xx4024,CBA-OffsetAccount,Saving,
1/4/20,-0.19,Debit Interest,DebitInterest,DebitInterest,Interest,
31/3/20,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
31/3/20,24,Direct Credit 401507 CBA ITM DIV 001237782322,,,,
30/3/20,-35,Direct Debit 085236 MISSION AU MISAUS2667802723,MissionAu,MissionAustrlia,Charity,
29/3/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
25/3/20,-152.16,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
23/3/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295086,SolarNaturally,SolarNaturally,House-Solar,
23/3/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028447778,Nissan,Nissan,Car,
21/3/20,16.36,Return BUNNINGS 339000 CASTLE HILL AU Card xx0118,Bunnings,Bunnings,House-Tools,
21/3/20,-254.66,BUNNINGS 339000 CASTLE HILL AU Card xx0118,Bunnings,Bunnings,House-Tools,
20/3/20,-24.3,WILSON PARKING SYD235 SYDNEY NS AUS Card xx0118 Value Date: 18/03/2020,WilsonParking,WilsonParking,Car-Parking,
19/3/20,-84.39,Direct Debit 438972 Powershop 828869562 17340681,Powershop,Powershop,Energy,
19/3/20,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
18/3/20,1000,Transfer from BAHMAN YAZDANI S CommBank app shopping,CBA-SmartAccess,CBA-SmartAccess,BurrowedMoneyBack,
18/3/20,-87.73,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
15/3/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
13/3/20,-76.33,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
24/8/19,-94,SYDNEYS PLANT MARKET     ANNANGROVE  NSW,SydneyPlantMarket,SydneyPlantMarket,House-Gardening,
10/3/20,-413.4,SYDNEY WATER NetBank BPAY 45435 56127690008 WTRBLL PMNT5 MAR20,,,,
9/3/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295081,SolarNaturally,SolarNaturally,House-Solar,
9/3/20,-69.99,Direct Debit 142619 TPG Internet DK381N91CRY-03JWSW,TPG,TPG,Internet,
9/3/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028262800,Nissan,Nissan,Car,
9/3/20,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
9/3/20,-13.5,Transfer To T RUBY PayID Phone from CommBank App Lunch,,,,
2/3/20,-35,Direct Debit 085236 MISSION AU MISAUS2646464177,MissionAu,MissionAustrlia,Charity,
2/3/20,-8,Direct Debit 125202 humm by Certegy A00000001185977806,SolarNaturally,SolarNaturally,House-Solar,
1/3/20,-1.2,Debit Interest,DebitInterest,DebitInterest,Interest,
1/3/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
29/2/20,-2.99,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
29/2/20,-90.41,ALDI STORES - NORTH KE KELLYVILLE AU Card xx0118,Aldi,Aldi,Groceries,
28/2/20,-1246.33,Transfer to xx2892 NetBank CRDTBLLDUE09MAR20,xx2892,CBA,CreditCardRepayment,
28/2/20,-179.85,CBHS HEALTH FUND LTD NetBank BPAY 999797 401852215 PRMIM 01 28FEB20,CBHS,CBHS,Medical-Insurance,
28/2/20,-439.83,CBHS HEALTH FUND LTD NetBank BPAY 999797 401852124 Last Premium Gold,CBHS,CBHS,Medical-Insurance,
28/2/20,10214.99,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
26/2/20,-1500,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
24/2/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295076,SolarNaturally,SolarNaturally,House-Solar,
24/2/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C028069549,Nissan,Nissan,Car,
20/2/20,-65.3,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
20/2/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 19/02/2020,TransportForNSW,TransportForNSW,PublicTransport,
19/2/20,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
19/2/20,-400,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
17/2/20,-136.34,Direct Debit 438972 Powershop 828869562 16886161,Powershop,Powershop,Energy,
16/2/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
15/2/20,-20,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx0118,TransportForNSW,TransportForNSW,PublicTransport,
10/2/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295071,SolarNaturally,SolarNaturally,House-Solar,
10/2/20,-91.17,Direct Debit 142619 TPG Internet DK281N9GRY8-03JWSW,TPG,TPG,Internet,
10/2/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C027885587,Nissan,Nissan,Car,
8/2/20,-14.23,SQ *CANTINA OK Sydney AU AUS Card xx0118 Value Date: 05/02/2020,,,,
7/2/20,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
7/2/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 06/02/2020,TransportForNSW,TransportForNSW,PublicTransport,
6/2/20,-206.7,SYDNEY WATER NetBank BPAY 45435 56127690008 WTRBLL PMNT4 FEB20,,,,
6/2/20,-382,The Hills Shre Cncl NetBank BPAY 4374 2132454 CNCLRTSDUE28FEB20,,,,
6/2/20,-1146.74,Transfer to xx2892 NetBank CRDTBLLDUE07FEB20,xx2892,CBA,CreditCardRepayment,
6/2/20,-91.09,COLES EXPRESS 1639 BAULKHAM H AU AUS Card xx0118 Value Date: 04/02/2020,Coles,Coles,Groceries,
6/2/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 05/02/2020,TransportForNSW,TransportForNSW,PublicTransport,
5/2/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 04/02/2020,TransportForNSW,TransportForNSW,PublicTransport,
4/2/20,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx0118,MadMex,MadMex,Restaurant,
3/2/20,-8,Direct Debit 125202 humm by Certegy A00000001177819751,SolarNaturally,SolarNaturally,House-Solar,
